geneSymbol	Sample_3	Sample_4	Sample_6	Sample_7	Sample_8	Sample_9	Sample_34	Sample_35	Sample_36	Sample_38	Sample_39	Sample_40	Sample_62	Sample_63	Sample_64	Sample_67	Sample_68	Untreated1	Untreated2	HighDose1	HighDose2	Survivors1	Survivors2
B9D1	7	8	1397	1	23	5	23	93	101	434	4	4	696	8	3	10	9	1412	29	0	4873	707	19
MAPK7	5	9	37	1	13	77	707	458	2	352	894	4	348	11	714	2	0	51	91	0	922	1073	2
MFAP4	2	7	34	0	12	18	51	5	6	3	2	6	4	6	0	10	0	43	30	0	2	10	10
SLC47A1	6	2	66	16	23	2	19	6	0	12	50	6	9	5	2	8	5	74	41	0	10384	16	13
ALDH3A2	777	1961	13	140	3651	1125	683	734	5	567	6	149	1938	2365	3105	1725	1785	2751	4916	0	10384	7408	3510
SLC47A2	10	12	26	6	20	1	242	16	5	129	8	5	19	8	2	22	12	48	27	0	17683	29	34
ALDH3A1	7	29	46	30	29	7	5	0	2	2	0	3	49	5	32	121	18	82	66	0	22447	86	139
ULK2	82	172	46	16	1952	9	62	708	12	61	10	18	38	7	10	36	20	300	1977	0	74405	55	56
AKAP10	6870	2396	4799	4	3011	760	3313	535	21	345	63	28	3339	254	4	127	22	14065	3775	0	3747	3597	149
SPECC1	6037	7408	661	5031	5096	1610	10313	5029	324	1766	414	795	5341	14253	285	17193	1494	14106	11737	0	3751	19879	18687
BC019672	0	0	1	0	6	12	5	26	0	0	0	0	13	0	0	3	0	1	18	0	5	13	3
BC044655	0	1	2	0	1	0	5	2	2	5	3	0	0	4	2	4	4	3	1	0	5	6	8
LGALS9B	5	2	7	0	2	0	5	5	2	2	3	1	0	0	0	7	0	14	2	0	1330	0	7
KRT16P3	0	0	0	0	0	0	0	1	0	2	0	0	2	2	0	2	0	0	0	0	1330	4	2
AK127974	4	1	0	0	0	1	0	1	0	7	0	3	0	0	0	3	1	5	1	0	1330	0	4
DQ577610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2840	0	2
DQ576593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2902	0	2
DQ571776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12576	0	2
DQ593368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	162	0	2
DQ571391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	395	0	2
DQ591451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	2
DQ598579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	2
DQ597254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2
DQ574249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2
DQ584223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2
CCDC144NL	4	3	8	2	2	1	61	2	7	5	2	4	5	0	2	7	0	15	5	0	1	7	7
AK057473	11	3	6	2	447	2	349	7	11	14	0	5	49	1	41	8	22	20	451	0	1	91	30
BC041488	11	3	6	2	447	2	349	7	11	14	0	5	49	1	41	8	22	20	451	0	1	91	30
BC072410	7	1	21	0	8	2	2	0	1	2	5	0	1	4	4	5	8	29	10	0	3	9	13
BC043529	6	7	25	948	6	1	31	3	7	4	6	2	14	11	16	60	10	38	955	0	2	41	70
USP22	3132	3458	54	459	1791	5562	3437	632	550	2074	2557	6043	2414	1733	1611	1137	6543	6644	7812	0	85	5758	7680
DHRS7B	995	3161	28	12	208	59	2579	1218	16	1541	160	80	30	1148	21	3213	8917	4184	279	0	3626	1199	12130
TMEM11	1	5	10	0	5	491	2098	459	28	507	181	4	1133	44	18	5	340	16	496	0	4	1195	345
MAP2K3	718	2695	690	81	1453	472	2009	2137	149	881	386	63	1325	815	154	904	366	4103	2006	0	4750	2294	1270
KCNJ12	8	22	56	7	12	11	142	23	12	13	6	24	10	6	91	13	10	86	30	0	12520	107	23
C17orf51	135	9	31	13	18	8	115	54	19	36	3	6227	19	13	6	11666	7319	155	39	0	12	38	18976
FAM27L	40	2	13	4	4	2	0	0	0	1	0	0	5	2	4	0	60	55	10	0	12	11	60
FLJ36000	53	28	28	3	4	2	1	4	0	12	0	6	29	31	20	12	69	109	9	0	12	80	81
MTRNR2L1	76026	122993	97722	86753	152159	52729	257448	203205	179504	95110	180713	116774	59284	117824	128458	60128	170101	296741	291641	0	90	305566	230229
WSB1	2	3888	18	1	365	2366	2164	7783	25	367	213	5266	5932	39	5974	27	2548	3908	2732	0	3626	11945	2575
TBC1D3P5	2	10	7	1	7	2	24	3	4	2	0	2	2	1	0	1	0	19	10	0	12115	3	1
DQ584119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0
DQ571187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0
KSR1	554	16	83	8	1800	1647	1780	21	22	80	32	12	463	330	25	1090	116	653	3455	0	6375	818	1206
AK095721	0	0	5	0	0	61	188	0	1	0	0	0	1353	0	0	129	10	5	61	0	11	1353	139
LGALS9	0	0	0	0	2	0	9	2	0	5	0	5	4	0	0	3	0	0	2	0	2812	4	3
NOS2	27	32	71	26	57	5	84	27	68	615	16	25	48	38	30	30	40	130	88	0	8555	116	70
C17orf108	2	4	3	8	3	0	13	8	31	13	5	10	4	2	0	2	1	9	11	0	7222	6	3
PYY2	32	13	71	0	22	0	268	0	0	1	0	2	0	0	2	0	0	116	22	0	0	2	0
DQ585914	34	13	70	0	21	0	0	0	0	0	0	0	0	0	2	0	0	117	21	0	33	2	0
DQ594789	32	13	70	0	21	0	0	0	0	0	0	0	0	0	0	0	0	115	21	0	4	0	0
DQ576370	32	13	70	0	21	0	0	0	0	0	0	0	0	0	0	0	0	115	21	0	33	0	0
DQ575512	32	13	70	0	21	0	0	0	0	0	0	0	0	0	0	0	0	115	21	0	33	0	0
DQ592825	32	13	72	0	21	0	0	0	0	0	0	0	0	0	0	0	0	117	21	0	3	0	0
KRT18P55	59	29	92	6	35	15	57	34	5	36	20	32	4	7	4	11	4	180	56	0	2	15	15
TMEM97	172	1851	81	1	6302	969	725	721	139	1668	503	565	12	467	37	607	869	2104	7272	0	2	516	1476
IFT20	202	354	73	1	2181	1075	1212	1152	141	353	0	659	2	140	164	828	47	629	3257	0	1623	306	875
TNFAIP1	112	1525	71	1	65	1214	4116	4194	282	229	2050	8	3015	41	178	139	8	1708	1280	0	5777	3234	147
POLDIP2	887	6266	83	6	564	4764	1685	3522	685	969	1998	8556	1347	523	6	2733	6019	7236	5334	0	5777	1876	8752
TMEM199	7691	710	73	112	26	579	644	454	12	61	12	10	114	142	9	816	42	8474	717	0	5248	265	858
VTN	32	13	70	0	21	0	0	0	0	4	0	0	0	0	0	0	4	115	21	0	63	0	4
SARM1	7692	55	74	2	29	37	68	1726	22	371	9	15	9	148	8	808	42	7821	68	0	8974	164	848
SLC46A1	33	48	82	0	23	32	21	1751	2	390	10	3	1	143	0	4	0	163	55	0	8622	144	4
SLC13A2	8	6	21	2	377	3	5	4	2	2	8	3	10	7	4	13	2	35	382	0	787	21	15
FOXN1	15	20	29	40	41	8	5	5	3	3	2	2	16	18	23	10	17	64	89	0	8976	57	27
UNC119	1	6	0	0	0	91	419	1605	10	62	17	3	7	7	22	0	4	7	91	0	0	36	4
PIGS	8107	1955	4264	2838	9078	1260	1513	5877	19	191	11	675	78	3089	1165	50	2649	14326	13176	0	121	4332	2699
ALDOC	2	2	3	0	4	4	63	29	0	0	0	0	6	5	11	0	38	7	8	0	26	22	38
SPAG5	749	42	11	490	1280	9218	1273	225	3	196	1962	343	3174	3020	1365	237	867	802	10988	0	2251	7559	1104
KIAA0100	2170	1015	41	216	4407	4625	10495	8405	1321	2215	3322	2755	7028	11132	5043	14110	8408	3226	9248	0	4448	23203	22518
SDF2	27	20	11	0	993	108	1800	2190	16	293	0	4	264	320	4	2548	281	58	1101	0	2713	588	2829
SUPT6H	3643	896	6332	28	2299	4794	8334	5026	532	5652	2804	21183	14637	8383	32708	4995	20207	10871	7121	0	189	55728	25202
PROCA1	5	9	5	0	2	0	163	0	2	0	13	0	5	11	14	8	4	19	2	0	10454	30	12
RAB34	150	300	9	5	3487	2457	477	1676	981	271	256	6	1271	627	233	188	17	459	5949	0	19	2131	205
RPL23A	1744	4232	42	421	703	1121	2761	3317	349	2753	1371	2931	2725	815	1056	3416	869	6018	2245	0	8622	4596	4285
SNORD42B	0	0	0	0	0	0	0	0	0	0	0	0	5	5	3	1	0	0	0	0	4	13	1
SNORD4A	0	1	0	0	0	0	10	0	0	0	0	0	18	26	0	0	0	1	0	0	4	44	0
SNORD42A	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	2	11	0
SNORD4B	0	3	0	0	15	24	0	0	2	0	0	0	5	6	0	0	0	3	39	0	4	11	0
TLCD1	54	1	0	0	2	1	10	1360	3	5	1	1	5	10	2	120	5	55	3	0	11898	17	125
NEK8	3	5	11	1	1	4	217	478	1	35	10	5	13	6	0	5	2	19	6	0	0	19	7
TRAF4	2	105	7	0	0	24	574	2244	22	230	2	731	52	5	0	0	24	114	24	0	0	57	24
C17orf63	420	1382	475	773	1057	21	2304	1993	320	571	15	22	13304	35	55	6698	416	2277	1851	0	86	13394	7114
ERAL1	2	5	3	0	4	118	1715	1277	31	1132	70	2917	21	2921	4	266	1568	10	122	0	0	2946	1834
FLOT2	128	197	13	1	3647	2917	5178	2062	416	1552	3	26	2292	9	10	3616	389	338	6565	0	0	2311	4005
DHRS13	0	0	5	0	84	23	4	0	0	4	0	1	1265	2	0	0	0	5	107	0	3278	1267	0
AX795351	0	0	0	0	56	17	4	0	0	0	0	0	1141	0	0	0	0	0	73	0	6	1141	0
PHF12	6135	118	2421	2110	10215	2287	2006	81	208	1426	1994	1222	949	2874	16	3	63	8674	14612	0	1798	3839	66
BC033997	3	63	13	8	9524	53	74	18	6	4	4	149	308	91	6	2	5	79	9585	0	0	405	7
SEZ6	11	11	25	1	17	4	212	13	3	6	6	6	9	5	6	21	15	47	22	0	1798	20	36
PIPOX	3	0	0	2	4	2	5	5	2	7	0	0	2	2	2	0	2	3	8	0	4	6	2
MYO18A	988	214	140	7	18831	2497	824	5882	298	1036	23	14	402	696	47	51	44	1342	21335	0	3252	1145	95
TIAF1	91	0	2	0	0	41	1	2431	2	127	0	0	0	0	0	0	0	93	41	0	0	0	0
CRYBA1	2	4	0	0	2	1	10	0	0	1	0	0	2	4	0	1	0	6	3	0	0	6	1
NUFIP2	11962	3996	5833	10070	1199	3052	4742	1585	375	3923	5859	3137	4612	1864	11525	6326	481	21791	14321	0	0	18001	6807
TAOK1	5944	7361	9126	7446	14812	9821	11096	5844	342	1341	6821	2100	25069	12547	59	20541	15529	22431	32079	0	635	37675	36070
ABHD15	1	205	2	0	1255	0	254	193	2	1	143	2	1	0	1	0	0	208	1255	0	6	2	0
TP53I13	1	0	6	0	2	1	27	222	0	10	0	0	2	1	0	0	0	7	3	0	0	3	0
GIT1	29	1092	4	0	332	11	3448	2433	12	680	1095	8	35	8	0	2	2	1125	343	0	850	43	4
ANKRD13B	13	14	26	7	11	14	138	20	13	173	5918	53	1206	2	5	39	4	53	32	0	4052	1213	43
CORO6	0	2	0	0	0	0	3	80	0	1	0	2	0	0	0	0	0	2	0	0	94	0	0
SSH2	7806	24765	14045	21268	10747	5424	13814	4236	123	1609	103	12949	16531	5619	70	34106	2567	46616	37439	0	6793	22220	36673
EFCAB5	482	263	188	57	423	542	1146	674	50	1597	467	1406	528	1670	357	1703	225	933	1022	0	3601	2550	1928
NSRP1	7539	7365	51	3910	5722	2486	2433	1919	77	2105	23	3032	5334	328	5172	7345	1726	14955	12118	0	131	10834	9071
MIR423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	93	0	10
SLC6A4	16	8	132	10	23	4	42	18	4	6	7	8	33	18	26	43	36	156	37	0	1465	77	79
BLMH	6736	16	56	196	9549	4186	1566	1024	150	167	2046	3177	8776	231	1378	1391	82	6808	13931	0	131	10385	1473
TMIGD1	1	9	11	0	7	0	3	3	6	2	5	0	3	11	0	2	0	21	7	0	1153	14	2
CPD	12740	18709	1083	253	19285	5644	18508	11143	206	2795	2787	9188	11507	5542	1119	22320	6242	32532	25182	0	655	18168	28562
GOSR1	5914	84	58	2	3523	968	767	2169	21	488	6879	19	6256	1208	711	2111	170	6056	4493	0	1991	8175	2281
TBC1D29	0	1	2	0	0	0	40	0	0	0	0	2	0	0	0	0	0	3	0	0	4	0	0
DQ575791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC37BP1	547	1479	1073	569	4306	1821	2303	1678	178	418	75	4979	2967	614	482	1053	325	3099	6696	0	1153	4063	1378
SUZ12P	3336	1967	1677	20	2611	795	1292	245	43	460	139	214	4975	174	7	12245	1117	6980	3426	0	22902	5156	13362
CRLF3	2577	542	311	361	225	1870	3449	3094	12	45	31	312	685	145	539	894	62	3430	2456	0	68	1369	956
ATAD5	1535	18130	865	2139	1774	1450	1533	35	43	1150	280	7959	3239	925	1631	2557	758	20530	5363	0	3	5795	3315
TEFM	4687	11	287	1	191	141	402	137	5	109	2	4	2865	1239	616	1	1	4985	333	0	21682	4720	2
ADAP2	368	36	342	671	227	40	71	341	6	28	26	12	419	46	12	69	42	746	938	0	1153	477	111
RNF135	342	1449	290	4	207	7	415	773	12	6	5	43	413	9	10	2147	2228	2081	218	0	919	432	4375
DPRXP4	297	0	283	0	190	0	28	0	0	0	0	0	352	0	0	0	0	580	190	0	0	352	0
NF1	16427	18542	233	282	13102	1984	16363	509	165	588	329	12642	12224	2686	48	39020	4324	35202	15368	0	25974	14958	43344
OMG	872	0	9	0	0	0	339	2	1	0	2	0	638	0	0	0	0	881	0	0	23292	638	0
EVI2B	2615	10	66	2	20	363	691	2	2	8	3	4	1106	97	1	11107	775	2691	385	0	25974	1204	11882
EVI2A	4071	288	11	0	103	303	3311	289	10	6	2	54	1676	3	0	132	10	4370	406	0	23292	1679	142
RAB11FIP4	29	44	99	21	52	3	93	28	20	52	20	36	33	18	20	971	81	172	76	0	3419	71	1052
C17orf79	71	536	3490	40	71	1668	2235	756	130	369	882	7112	277	10	11385	10393	1251	4097	1779	0	11313	11672	11644
UTP6	1339	88	23	70	1822	15	2111	367	33	1870	745	8760	1848	249	14	3773	5459	1450	1907	0	3118	2111	9232
SUZ12	2513	5676	2766	138	9311	3105	4125	1849	149	2604	3548	8002	7953	1287	246	6190	3489	10955	12554	0	1094	9486	9679
LRRC37B	38	317	821	214	54	978	816	1311	97	140	41	87	1654	768	245	36	177	1176	1246	0	4988	2667	213
RHOT1	5598	1312	97	16	810	733	394	964	24	1049	11	16	5127	3426	45	738	320	7007	1559	0	11787	8598	1058
ARGFXP2	1	558	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	559	0	0	0	0	0
RHBDL3	11	10	16	11	19	7	33	8	11	6	13	32	10	6	6	6	4	37	37	0	5517	22	10
C17orf75	2183	34	3	0	543	1013	45	16	16	34	3	1	2127	180	0	13	34	2220	1556	0	0	2307	47
ZNF207	2862	4814	242	240	3023	1034	7310	3713	419	1444	4231	307	3094	7710	4214	1675	11179	7918	4297	0	3883	15018	12854
PSMD11	2773	2795	43	5	9359	9614	5919	5447	37	3118	1278	16141	4075	512	448	1441	2211	5611	18978	0	1121	5035	3652
CDK5R1	4	283	5	444	0	125	164	737	24	314	3	2	0	0	2	0	0	292	569	0	4440	2	0
MYO1D	458	125	396	26118	361	113	250	85	53	169	108	108	320	134	145	349	149	979	26592	0	1374	599	498
TMEM98	0	0	2	0	5	0	7	1	0	5	0	2	1	0	0	5	0	2	5	0	1374	1	5
SPACA3	1	4	6	1	4	0	7	2	2	3	0	0	0	0	0	4	0	11	5	0	1374	0	4
ACCN1	2682	833	953	481	1691	2278	2517	1094	168	956	1606	1686	1741	1921	2811	612	1746	4468	4450	0	1	6473	2358
AA06	0	2	1	0	0	0	2	0	0	0	0	2	5	0	0	0	0	3	0	0	2	5	0
AK057317	0	2	1	0	0	0	0	2	0	5	0	0	5	2	0	1	1	3	0	0	79	7	2
BC062794	0	8	2	0	1	1	20	2	2	3	0	0	0	9	2	0	0	10	2	0	141	11	0
CCL2	0	0	0	0	227	0	0	0	0	2	0	0	0	0	0	0	0	0	227	0	0	0	0
CCL7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	748	0	0
CCL11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CCL8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CCL13	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	352	0	2
C17orf102	2	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	2	1	0	0	0	0
TMEM132E	17	22	20	8	19	7	46	0	5	11	9	8	11	11	11	12	8	59	34	0	5	33	20
CCT6B	3	3	4	1	2	1	439	4	1	7	0	0	26	1	1	4	5	10	4	0	749	28	9
ZNF830	177	0	1	1	4	3735	134	490	7	1014	1036	2	1231	184	2	2875	387	178	3740	0	2	1417	3262
LIG3	5	8	10	99	57	468	294	119	2	132	0	0	34	244	0	6	1	23	624	0	4078	278	7
RFFL	2614	25	36	35	58	337	4623	479	44	2358	686	77	12434	1855	11	4072	279	2675	430	0	117575	14300	4351
RAD51D	2665	115	47	38	86	658	6056	539	48	2404	692	92	12437	1858	15	4085	285	2827	782	0	137592	14310	4370
FNDC8	3	5	12	7	8	2	3	0	2	326	0	0	16	17	11	11	20	20	17	0	155	44	31
NLE1	0	9	4	0	4	8	643	6	7	138	4	151	500	2	4	14	0	13	12	0	0	506	14
UNC45B	393	979	297	660	621	1181	22160	35705	2835	11040	7185	16732	1058	636	1645	1289	1249	1669	2462	0	274	3339	2538
SLC35G3	0	0	0	0	0	5	80	0	0	0	0	2	0	1	0	0	0	0	5	0	18	1	0
SLFN5	2	20	288	1	518	26	1519	597	8	2983	5	12	274	6	2	214	7	310	545	0	59	282	221
SLFN11	2	5	2	0	5	5	33	2	2	1	2	123	1	4	7	1	3	9	10	0	3069	12	4
SLFN12	10	1770	20	1	6	786	705	819	5	7	3	905	1928	1225	437	1481	137	1800	793	0	3069	3590	1618
SLFN13	3	300	5	5	2617	2065	249	1131	3	127	96	303	10	51	5	1	10	308	4687	0	3069	66	11
SLFN12L	49	68	410	2760	40	96	143	230	64	258	26	39	410	66	244	845	71	527	2896	0	4442	720	916
SNORD7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX12	0	0	0	0	0	34	102	0	57	0	0	0	0	0	0	0	1	0	34	0	6	0	1
AP2B1	9941	4161	9241	3918	3950	15751	13397	12695	1337	2453	1479	1140	17512	6721	3369	3663	448	23343	23619	0	3069	27602	4111
RASL10B	2	0	8	2	7	2	5	0	0	17	12	2	7	2	0	1	2	10	11	0	2	9	3
GAS2L2	0	0	1	0	0	0	1	2	0	0	0	1	1	0	2	0	2	1	0	0	5282	3	2
MMP28	8	14	23	3	3	4	16	18	24	8	2	9	8	2	2	4	6	45	10	0	5381	12	10
C17orf50	1	1	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	2	0	0	5282	2	1
BC030591	973	24	3	2682	3	0	86	71	0	5	1	0	1	10	1	0	0	1000	2685	0	17	12	0
TAF15	9629	1520	28082	5861	4803	4616	4396	3727	68	2609	4235	684	12676	1656	12284	29948	7036	39231	15280	0	85	26616	36984
C17orf66	4	0	7	0	7	48	219	33	14	56	1	3	1915	169	2	6	0	11	55	0	166	2086	6
CCL5	4	3	1	0	0	0	1	0	0	0	0	0	1	1	0	10	2	8	0	0	0	2	12
RDM1	4	1	6	9	2	0	144	6	2	1	1	3	2	1	0	1	0	11	11	0	7677	3	1
LYZL6	1	1	3	0	2	0	0	0	0	1	0	0	0	0	0	4	2	5	2	0	0	0	6
CCL16	2	0	0	0	0	0	0	0	0	2	1	0	0	0	2	1	0	2	0	0	8	2	1
CCL14	0	0	5	0	0	0	0	2	0	0	0	0	2	0	0	2	2	5	0	0	53	2	4
BC070118	0	0	2	0	0	2	2	0	0	2	2	0	0	0	2	0	0	2	2	0	5	2	0
CCL23	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
CCL18	0	0	4	0	2	0	0	2	2	1	0	0	2	2	0	2	0	4	2	0	18	4	2
CCL3	1	0	0	0	0	0	2	1300	6	1	0	0	0	0	0	0	0	1	0	0	23	0	0
CCL4	2	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	2	0	0	23	2	0
TBC1D3B	21	370	0	0	39	5	1872	719	310	99	1	1	95	2	0	0	2	391	44	0	5	97	2
DQ586142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1180	0	2
CCL3L3	1	0	0	0	0	0	6	12102	18	11	1	7	0	0	0	0	0	1	0	0	35	0	0
CCL3L1	1	0	0	0	0	0	6	12102	18	11	1	7	0	0	0	0	0	1	0	0	37	0	0
CCL4L1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5203	0	0
TBC1D3C	24	418	0	0	39	5	2492	660	411	122	1	1	101	2	0	0	0	442	44	0	46	103	0
TBC1D3G	367	3342	62	8	167	15	6585	21135	1051	459	150	42	293	13	8	65	97	3771	190	0	12576	314	162
D63785	0	0	0	0	0	0	1	966	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CCL4L2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5998	0	0
TBC1D3H	46	2904	23	6	112	10	3921	1558	604	290	6	2	78	6	0	8	0	2973	128	0	187	84	8
DQ593188	0	0	0	0	0	0	0	24	0	6	0	0	0	0	0	0	0	0	0	0	222	0	0
DQ575686	0	0	0	0	0	0	0	112	0	1	1	0	0	0	0	0	0	0	0	0	729	0	0
AX747639	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	40	0	0
DQ580766	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	43	0	0
DQ581615	0	0	0	0	0	0	1	26	0	8	0	0	0	0	0	2	0	0	0	0	12563	0	2
ZNHIT3	112	1172	2	7	702	1684	2552	2326	125	844	441	595	1637	838	1315	3	1583	1286	2393	0	1183	3790	1586
MYO19	948	11608	34	2752	2378	3021	4624	3428	72	2586	1160	98	3740	218	1074	841	1355	12590	8151	0	62203	5032	2196
PIGW	134	105	0	0	230	35	797	49	35	83	0	1084	37	10	0	0	0	239	265	0	1926	47	0
GGNBP2	4036	7262	40	19	2114	2770	4440	2683	398	2139	2369	3965	3220	3176	32	11343	10878	11338	4903	0	403	6428	22221
DHRS11	2	5177	2	50	2402	14	101	6	68	134	5	6	3	103	3452	5	4	5181	2466	0	7	3558	9
MRM1	42	3	20	1	0	55	12	102	0	1	2	0	3	1	1	1	2	65	56	0	0	5	3
BC084573	6	2	9	2	2	6	23	4	6	30	4	4	13	14	2	0	10	17	10	0	0	29	10
LHX1	0	0	2	0	2	0	2	0	0	2	0	0	0	0	4	0	0	2	2	0	125	4	0
AATF	8227	7015	12815	7400	11286	9203	9728	4099	412	6110	6379	5107	27224	5214	17104	10396	14639	28057	27889	0	0	49542	25035
ACACA	6950	11769	119	2392	22370	1517	9061	2147	205	1184	3352	1104	4821	4222	138	5408	486	18838	26279	0	10058	9181	5894
C17orf78	1773	13	5	3	24	1	20	27	4	12	0	3	6	3	2	4	2	1791	28	0	12215	11	6
TADA2A	1960	1419	32	7857	131	216	1024	28	60	99	9	15	2619	94	897	22	561	3411	8204	0	1876	3610	583
DUSP14	32	339	6	4	11	43	963	3160	120	108	32	2	5216	3	11	34	5	377	58	0	13858	5230	39
SYNRG	1290	2547	48	5	1435	1367	1038	2194	258	1052	46	13	4511	889	9	3235	10385	3885	2807	0	16884	5409	13620
DDX52	7244	6639	1338	1	891	1061	1558	4076	82	1002	403	482	3572	3111	11	10064	1898	15221	1953	0	6	6694	11962
HNF1B	2	14	1920	7	22	28	24	19	24	24	3	26	33	15	84	42	48	1936	57	0	12215	132	90
LOC284100	16	130	20	48	2817	45	50	26	26	23	7	11	1556	14	30	57	694	166	2910	0	35	1600	751
TBC1D3	235	2563	7	605	1580	71	4732	4742	634	397	10	863	1442	2201	4058	298	28	2805	2256	0	11507	7701	326
TBC1D3F	29	528	0	0	60	5	2941	1248	438	202	1	1	105	2	0	0	2	557	65	0	4032	107	2
DQ587906	0	0	0	0	0	0	0	105	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0
DQ583226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL832615	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ574805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	0	0
DQ580080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1179	0	2
LOC440434	1272	5448	53	1884	6942	264	2327	4790	207	468	77	1362	2896	2520	5068	334	31	5880	9090	0	6568	10484	365
MRPL45	83	24	37	4	657	4636	704	170	543	579	488	9	118	5	303	17	7	144	5297	0	0	426	24
GPR179	2	12	4	0	1	2	0	1	1	3	2	0	0	4	5	3	2	18	3	0	0	9	5
SOCS7	641	1341	55	44	13	141	661	13	453	55	10	11	5	12	8	15	2047	2037	198	0	10430	25	2062
ARHGAP23	72	42	22	13	362	55	1276	1933	23	102	26	8	12	5	9	3461	188	136	430	0	239	26	3649
SRCIN1	26	13	69	4	17	10	139	2923	15	24	15	2	43	52	12	42	31	108	31	0	256	107	73
MLLT6	5	1061	9388	12	5541	1972	1024	7897	42	1023	2691	721	144	10	2353	15	17	10454	7525	0	24960	2507	32
PCGF2	359	17	43	5	27	405	1745	1483	317	3117	619	1161	2348	9	10949	18673	1492	419	437	0	1573	13306	20165
PSMB3	5	19	3	2	363	478	2343	2064	59	322	325	4863	762	4	470	245	309	27	843	0	1494	1236	554
PIP4K2B	2721	846	20	12	114	4161	4902	3555	70	151	1351	16	8095	2502	159	710	5995	3587	4287	0	1494	10756	6705
CWC25	14	3961	54	647	11	1801	575	212	17	608	8	2882	1830	2997	2	156	1394	4029	2459	0	1365	4829	1550
C17orf98	28	37	162	6	23	3	40	3	0	6	2	2	14	12	2	35	13	227	32	0	5	28	48
RPL23	5851	4608	142	290	6812	5536	6198	4995	196	3453	797	10899	7005	7121	4437	8994	4752	10601	12638	0	30	18563	13746
SNORA21	24	22	1	1	10	15	11	43	5	2	0	0	30	27	21	53	31	47	26	0	30	78	84
LASP1	4654	35068	86	12	5674	18373	18213	21935	2792	16885	20738	14223	12584	8640	7157	5255	1472	39808	24059	0	1022	28381	6727
LOC100505576	2	4	4	6	4	1	0	57	0	3	0	0	1	0	3	11	3	10	11	0	2104	4	14
FBXO47	12	12	15	5	12	2	16	8	4	4	7	2	9	3	4	23	14	39	19	0	3587	16	37
FLJ43826	11	17	13	4	7	0	13	17	4	4	4	3	3	0	0	13	1	41	11	0	16	3	14
LOC100131347	11	13	13	3	189	4	21	24	13	14	5	3	6	8	23	14	12	37	196	0	8	37	26
PLXDC1	19	40	36	7	194	8	35	28	17	24	5	7	22	21	24	28	19	95	209	0	25487	67	47
