gene	T1a	T1b	T2	T3	N1	N2
Gene_03098	43	55	53	111	136	87
Gene_03099	69	47	107	58	182	140
Gene_03100	228	226	101	16	22	167
Gene_03101	14	24	193	171	52	38
Gene_03102	4	0	84	11	1	19
Gene_03103	5	5	21	12	17	9
Gene_03104	191	138	1190	262	263	91
Gene_03105	11	11	7	64	4	2
Gene_03106	38	42	4	2	18	46
Gene_03107	1	0	8	0	0	1
Gene_03108	30	11	0	5	0	136
Gene_03109	35	24	62	78	38	58
Gene_03110	1	0	0	0	0	0
Gene_03111	142	180	171	306	282	137
Gene_03112	67	72	183	85	106	70
Gene_03113	170	106	353	412	461	240
Gene_03114	14	13	66	18	29	29
Gene_03115	3	4	27	5	13	13
Gene_03116	2	0	1	5	1	2
Gene_03117	15	6	0	0	25	2
Gene_03118	43	42	45	28	64	13
Gene_03119	0	0	3	0	50	33
Gene_03120	14	26	26	6	40	22
Gene_03121	109	100	123	109	176	91
Gene_03122	0	0	3	0	6	0
Gene_03123	237	146	613	1199	317	90
Gene_03124	484	756	725	993	1151	188
Gene_03125	182	78	257	519	376	599
Gene_03126	2	6	0	0	0	0
Gene_03127	87	80	124	134	290	169
Gene_03128	302	281	885	454	531	496
Gene_03129	0	0	0	0	6	0
Gene_03130	1	2	2	16	3	4
Gene_03131	51	10	94	18	18	31
Gene_03132	24	3	54	15	26	37
Gene_03133	31	22	93	19	0	0
Gene_03134	154	81	51	17	105	71
Gene_03135	182	124	232	126	252	171
Gene_03136	27	22	28	18	10	32
Gene_03137	9	15	37	0	13	0
Gene_03138	0	0	0	0	1	0
Gene_03139	7	4	4	3	0	1
Gene_03140	25	12	9	8	38	16
Gene_03141	129	81	277	226	543	292
Gene_03142	530	578	2365	2603	902	548
Gene_03143	0	0	0	0	0	6
Gene_03144	77	59	401	228	814	604
Gene_03145	32	17	50	26	37	56
Gene_03146	8	8	31	14	18	25
Gene_03147	46	52	291	152	93	53
Gene_03148	2	0	2	0	4	3
Gene_03149	78	79	191	272	237	142
Gene_03150	195	329	288	242	1319	252
Gene_03151	0	0	9	0	0	0
Gene_03152	44	15	60	50	42	40
Gene_03153	0	1	6	4	1	2
Gene_03154	0	1	9	0	0	1
Gene_03155	168	119	631	85	289	106
Gene_03156	9	14	34	10	30	3
Gene_03157	0	0	3	0	0	4
Gene_03158	210	360	60	134	393	114
Gene_03159	718	591	2976	4504	3177	2371
Gene_03160	31	17	78	4	19	17
Gene_03161	3	0	5	3	2	4
Gene_03162	0	6	1	19	92	58
Gene_03163	177	107	827	322	571	354
Gene_03164	226	267	603	363	592	127
Gene_03165	0	0	5	5	3	2
Gene_03166	0	0	33	24	29	124
Gene_03167	117	335	879	1664	627	274
Gene_03168	1	0	9	0	1	1
Gene_03169	56	46	214	146	260	120
Gene_03170	3	0	29	5	7	8
Gene_03171	28	24	81	14	24	20
Gene_03172	0	0	7	7	0	1
Gene_03173	163	128	50	79	86	75
Gene_03174	324	255	492	842	718	416
Gene_03175	82	53	27	13	34	28
Gene_03176	237	120	430	68	190	212
Gene_03177	45	31	276	248	108	94
Gene_03178	36	12	56	193	104	78
Gene_03179	89	129	103	157	111	88
Gene_03180	41	49	27	28	37	56
Gene_03181	0	0	1	0	0	0
Gene_03182	18	18	55	73	8	20
Gene_03183	0	0	6	0	0	0
Gene_03184	109	39	82	71	67	66
Gene_03185	0	0	5	0	0	2
Gene_03186	16	0	26	0	0	2
Gene_03187	0	1	0	6	4	0
Gene_03188	20	25	61	25	31	17
Gene_03189	56	11	56	2	11	36
Gene_03190	4	4	15	2	12	2
Gene_03191	3	1	14	0	7	10
Gene_03192	0	0	4	0	0	2
Gene_03193	101	57	39	280	130	273
Gene_03194	7611	6806	13506	5727	25020	9235
Gene_03195	107	98	109	114	45	65
Gene_03196	100	21	94	76	127	139
Gene_03197	14	12	87	9	44	33
Gene_03198	0	2	11	5	0	1
Gene_03199	75	77	524	568	323	435
Gene_03200	34	40	90	59	65	46
Gene_03201	16	1	3	0	0	0
Gene_03202	17	12	23	19	15	14
Gene_03203	6	9	16	3	0	6
Gene_03204	0	1	3	1	7	2
Gene_03205	95	103	144	216	142	96
Gene_03206	7	21	16	26	9	13
Gene_03207	182	149	907	815	589	326
Gene_03208	24	49	6	64	70	31
Gene_03209	20	15	37	24	40	63
Gene_03210	56	18	47	25	84	60
Gene_03211	2004	1356	5260	5461	3852	3633
Gene_03212	713	555	1308	1235	1841	1726
Gene_03213	37	35	387	188	231	178
Gene_03214	239	253	227	376	240	105
Gene_03215	19	12	42	4	34	13
Gene_03216	98	32	3158	1157	441	564
Gene_03217	1	0	0	0	0	0
Gene_03218	109	124	10	13	347	27
Gene_03219	18	16	41	8	46	16
Gene_03220	50	18	64	6	36	58
Gene_03221	20	45	34	40	73	19
Gene_03222	245	191	1253	767	763	474
Gene_03223	4	9	23	49	17	27
Gene_03224	2	1	53	0	11	4
Gene_03225	279	192	38	333	898	222
Gene_03226	0	7	1	0	0	6
Gene_03227	83	58	618	85	524	350
Gene_03228	0	0	6	18	0	2
Gene_03229	25	1	93	63	123	108
Gene_03230	11	10	29	14	13	14
Gene_03231	5	1	5	11	2	5
Gene_03232	8	3	60	18	34	12
Gene_03233	84	91	763	400	303	193
Gene_03234	0	0	2	0	0	0
Gene_03235	85	39	205	18	22	40
Gene_03236	10	15	57	18	30	6
Gene_03237	394	269	1641	1055	1217	594
Gene_03238	0	0	1	0	0	0
Gene_03239	26	20	75	135	70	71
Gene_03240	155	151	133	192	163	233
Gene_03241	18	13	24	1	7	9
Gene_03242	213	122	861	687	514	339
Gene_03243	82	27	75	47	143	81
Gene_03244	0	0	0	0	0	1
Gene_03245	0	0	27	46	17	4
Gene_03246	5	2	2	4	4	1
Gene_03247	133	122	206	357	338	128
Gene_03248	205	176	296	643	618	252
Gene_03249	0	0	46	8	15	9
Gene_03250	33	42	147	67	221	64
Gene_03251	54	37	205	59	48	113
Gene_03252	924	713	3055	3020	2159	1116
Gene_03253	4	8	7	10	6	4
Gene_03254	96	81	231	105	178	236
Gene_03255	99	75	89	89	120	41
Gene_03256	41	17	66	20	262	59
Gene_03257	0	1	0	0	0	0
Gene_03258	0	0	1	0	0	0
Gene_03259	43	29	69	103	28	57
Gene_03260	222	259	494	469	386	161
Gene_03261	20	35	18	28	52	16
Gene_03262	5	5	49	15	0	1
Gene_03263	4	3	28	2	4	8
Gene_03264	8	4	0	202	0	3
Gene_03265	16	4	32	15	12	18
Gene_03266	2	2	3	9	0	3
Gene_03267	8	7	31	23	77	40
Gene_03268	399	239	15	35	111	490
Gene_03269	179	106	394	255	515	317
Gene_03270	3	0	6	16	32	0
Gene_03271	2235	2462	6074	8447	5382	4627
Gene_03272	0	0	0	0	0	19
Gene_03273	4	14	133	157	207	65
Gene_03274	46	30	117	8	21	75
Gene_03275	0	1	1	0	0	0
Gene_03276	16	45	145	52	76	37
Gene_03277	0	0	3	0	0	0
Gene_03278	677	1159	3539	1072	1992	774
Gene_03279	104	141	494	280	751	302
Gene_03280	87	122	194	101	46	50
Gene_03281	142	109	200	430	695	370
Gene_03282	872	734	583	439	308	438
Gene_03283	149	121	4	0	0	8
Gene_03284	17	14	460	587	0	18
Gene_03285	2	1	14	14	13	3
Gene_03286	103	126	366	218	437	177
Gene_03287	602	259	546	3285	124	208
Gene_03288	2	2	20	22	6	11
Gene_03289	268	296	1795	951	824	330
Gene_03290	0	0	3	3	0	0
Gene_03291	90	64	260	422	762	401
Gene_03292	0	0	1	0	0	1
Gene_03293	14	8	35	29	65	8
Gene_03294	3017	1141	5491	1300	3114	3124
Gene_03295	83	77	164	131	158	72
Gene_03296	0	2	0	0	0	1
Gene_03297	8	2	23	33	35	15
Gene_03298	5	0	1	0	4	1
Gene_03299	13	18	94	60	128	47
Gene_03300	4	0	5	0	0	23
Gene_03301	11	11	15	26	19	38
Gene_03302	1817	832	3199	274	1342	2985
Gene_03303	22	12	56	47	78	36
Gene_03304	91	77	295	92	54	92
Gene_03305	6	0	9	9	2	4
Gene_03306	0	0	5	0	0	0
Gene_03307	12	5	31	0	10	4
Gene_03308	14	9	6	41	127	26
Gene_03309	16	17	22	42	14	15
Gene_03310	277	183	446	141	344	301
Gene_03311	67	154	97	319	413	192
Gene_03312	84	75	137	114	179	155
Gene_03313	289	262	3586	1428	1067	741
Gene_03314	201	163	305	321	424	96
Gene_03315	1	0	2	0	0	0
Gene_03316	70	83	138	101	115	102
Gene_03317	12	10	7	0	10	3
Gene_03318	0	0	0	2	7	3
Gene_03319	0	0	12	5	6	0
Gene_03320	8	1	4	0	9	7
Gene_03321	90	87	162	488	224	132
Gene_03322	0	0	6	0	0	0
Gene_03323	1204	934	10979	5148	303	229
Gene_03324	54	46	54	135	66	50
Gene_03325	169	95	120	20	158	1234
Gene_03326	5	6	4	0	66	12
Gene_03327	22	16	70	49	44	33
Gene_03328	0	0	0	0	0	4
Gene_03329	30	28	60	92	155	75
Gene_03330	76	67	354	676	196	54
Gene_03331	619	592	86	50	106	43
Gene_03332	10	21	111	47	28	25
Gene_03333	13	13	34	0	17	23
Gene_03334	16	16	117	95	27	58
Gene_03335	362	262	1109	652	393	190
Gene_03336	2724	2209	13	49	193	548
Gene_03337	96	49	251	60	34	31
Gene_03338	100	67	291	23	34	55
Gene_03339	0	5	21	5	52	57
Gene_03340	3	2	9	2	7	4
Gene_03341	132	52	120	30	50	66
Gene_03342	24	28	58	259	44	14
Gene_03343	1	0	15	19	16	9
Gene_03344	9	10	1	26	0	6
Gene_03345	0	0	1	0	2	1
Gene_03346	12	12	25	14	31	11
Gene_03347	0	0	0	0	7	0
Gene_03348	460	317	697	404	31	47
Gene_03349	0	4	0	0	0	0
Gene_03350	142	234	375	483	360	208
Gene_03351	62	53	10	2	2	8
Gene_03352	9	8	12	58	157	43
Gene_03353	1	0	12	0	10	3
Gene_03354	26	14	37	10	14	36
Gene_03355	4	2	0	0	0	0
Gene_03356	244	311	127	72	175	118
Gene_03357	41	35	9	0	0	8
Gene_03358	4	1	0	0	0	0
Gene_03359	9	3	8	3	0	0
Gene_03360	69	93	103	193	384	59
Gene_03361	535	717	634	846	1039	713
Gene_03362	4	7	282	17	0	20
Gene_03363	1	0	2	0	0	1
Gene_03364	0	0	1	0	0	0
Gene_03365	50	48	251	111	139	156
Gene_03366	0	0	0	0	0	2
Gene_03367	3	2	0	0	0	1
Gene_03368	267	470	38	251	507	268
Gene_03369	319	329	232	314	342	163
Gene_03370	112	85	444	326	249	211
Gene_03371	0	0	2	0	0	2
Gene_03372	166	93	1054	987	288	500
Gene_03373	83	54	147	70	272	119
Gene_03374	3	5	8	0	4	1
Gene_03375	111	94	145	330	451	158
Gene_03376	68	82	79	97	186	52
Gene_03377	0	0	1	0	0	0
Gene_03378	1	0	2	0	0	0
Gene_03379	447	485	839	932	1036	808
Gene_03380	0	1	0	0	0	0
Gene_03381	0	2	3	5	0	3
Gene_03382	52	48	367	105	91	36
Gene_03383	1503	1518	15100	13270	6254	2761
Gene_03384	0	0	34	14	0	71
Gene_03385	97	77	368	250	135	305
Gene_03386	59	86	126	66	51	36
Gene_03387	0	0	3	2	1	1
Gene_03388	26	18	68	131	64	55
Gene_03389	66	71	217	156	285	193
Gene_03390	30	13	123	41	19	77
Gene_03391	52	48	64	6	11	6
Gene_03392	53	21	72	34	38	99
Gene_03393	1	1	0	0	0	0
Gene_03394	0	0	0	1	0	0
Gene_03395	76	33	86	5	49	40
Gene_03396	10	8	8	11	1	6
Gene_03397	47	48	281	196	35	124
Gene_03398	6	7	46	26	17	14
Gene_03399	89	47	220	238	203	104
Gene_03400	0	0	2	0	1	0
Gene_03401	113	84	187	95	183	100
Gene_03402	46	54	14	55	70	15
Gene_03403	57	49	89	31	322	99
Gene_03404	34	19	63	55	50	66
Gene_03405	7	8	16	36	13	16
Gene_03406	914	634	351	895	294	200
Gene_03407	5	5	16	1	1	4
Gene_03408	118	120	621	923	477	196
Gene_03409	0	0	1	0	0	0
Gene_03410	17	4	32	15	83	24
Gene_03411	500	529	884	645	930	701
Gene_03412	140	181	348	149	463	228
Gene_03413	19	36	36	27	40	24
Gene_03414	2	0	1	0	0	1
Gene_03415	19	7	32	12	35	68
Gene_03416	1	0	9	0	0	0
Gene_03417	27	20	7	13	18	5
Gene_03418	0	0	14	30	2	25
Gene_03419	990	881	4823	1001	2760	1563
Gene_03420	250	279	151	358	1299	418
Gene_03421	59	38	56	29	238	123
Gene_03422	222	172	1013	475	431	427
Gene_03423	0	0	8	0	0	1
Gene_03424	0	0	17	88	0	4
Gene_03425	306	142	1181	342	466	223
Gene_03426	3	1	43	12	7	21
Gene_03427	101	69	214	560	283	100
Gene_03428	44	67	243	31	14	74
Gene_03429	39	47	48	6	19	23
Gene_03430	0	0	0	0	0	1
Gene_03431	15	16	22	16	2	17
Gene_03432	9	7	53	1	12	33
Gene_03433	0	0	0	0	1	0
Gene_03434	0	0	1	0	1	1
Gene_03435	5	0	137	86	25	11
Gene_03436	14	18	47	76	31	19
Gene_03437	3	3	86	61	35	18
Gene_03438	8	14	167	2	8	3
Gene_03439	502	222	603	2157	1771	534
Gene_03440	1	0	1	2	20	6
Gene_03441	42	57	57	158	404	110
Gene_03442	32	6	44	84	35	29
Gene_03443	4	13	222	764	334	404
Gene_03444	1	1	4	2	3	3
Gene_03445	57	39	147	18	123	67
Gene_03446	3	0	6	0	8	1
Gene_03447	70	78	116	173	182	151
Gene_03448	37	18	182	92	334	173
Gene_03449	14	25	20	18	75	11
Gene_03450	11057	11334	10820	13182	21878	9788
Gene_03451	0	0	12	575	11	5
Gene_03452	1	0	17	31	5	16
Gene_03453	423	343	560	299	768	573
Gene_03454	61	43	118	98	44	49
Gene_03455	2	0	0	0	0	1
Gene_03456	0	0	0	3	0	0
Gene_03457	39	51	132	31	226	102
Gene_03458	19	5	149	96	65	35
Gene_03459	0	0	6	0	2	2
Gene_03460	34	18	80	59	55	81
Gene_03461	70	58	307	230	171	110
Gene_03462	202	125	284	329	446	349
Gene_03463	76	46	401	154	175	193
Gene_03464	0	0	1	0	0	0
Gene_03465	42	20	105	4	2	37
Gene_03466	54	34	49	243	36	10
Gene_03467	2	3	5	5	0	2
Gene_03468	95	116	183	74	151	37
Gene_03469	29	25	174	145	74	44
Gene_03470	9	2	9	0	0	0
Gene_03471	1	8	9	50	0	1
Gene_03472	109	42	67	39	78	49
Gene_03473	173	212	359	288	266	273
Gene_03474	151	161	315	63	97	89
Gene_03475	2	6	26	12	24	8
Gene_03476	69	98	98	14	101	64
Gene_03477	0	0	0	0	7	0
Gene_03478	2415	2045	6421	8616	5118	6276
Gene_03479	861	1221	476	661	3624	572
Gene_03480	5	13	18	0	49	24
Gene_03481	0	0	14	0	0	0
Gene_03482	14	17	0	17	13	6
Gene_03483	89	83	412	403	260	70
Gene_03484	92	68	187	60	607	95
Gene_03485	3	4	8	7	21	6
Gene_03486	633	655	1297	828	1483	597
Gene_03487	97	122	1058	365	316	180
Gene_03488	5	0	1	2	18	9
Gene_03489	3	4	11	19	6	5
Gene_03490	4	6	24	18	29	28
Gene_03491	127	91	316	306	351	68
Gene_03492	91	56	36	70	266	81
Gene_03493	4	1	13	6	0	2
Gene_03494	19	3	71	31	8	4
Gene_03495	9	11	73	23	42	24
Gene_03496	452	538	5508	1603	2667	939
Gene_03497	4988	6214	2428	9275	3901	2350
Gene_03498	0	0	7	0	6	1
Gene_03499	13	3	11	1	8	3
Gene_03500	4	3	20	19	9	6
Gene_03501	77	62	258	10	107	64
Gene_03502	12	49	81	10	123	81
Gene_03503	589	410	1617	1481	1335	963
Gene_03504	1	0	16	0	0	0
Gene_03505	70	76	522	214	218	179
Gene_03506	149	173	221	187	379	138
Gene_03507	392	582	1410	1514	1012	930
Gene_03508	1	2	0	1	0	1
Gene_03509	66	38	109	16	31	12
Gene_03510	123	69	182	35	59	45
Gene_03511	0	0	0	0	0	1
Gene_03512	25	38	0	12	55	5
Gene_03513	0	0	3	0	0	0
Gene_03514	0	0	7	0	59	19
Gene_03515	408	450	807	366	638	386
Gene_03516	19	26	65	10	58	98
Gene_03517	49	48	115	12	77	40
Gene_03518	80	76	345	852	97	138
Gene_03519	15	10	63	1	14	30
Gene_03520	212	278	340	423	480	179
Gene_03521	0	0	2	0	0	0
Gene_03522	1729	2447	3212	2516	1313	1916
Gene_03523	0	0	0	0	0	2
Gene_03524	83	36	170	76	71	91
Gene_03525	1	0	0	0	4	0
Gene_03526	0	0	0	0	1	0
Gene_03527	41	21	104	116	100	90
Gene_03528	415	364	524	1181	1191	664
Gene_03529	0	0	0	0	1	0
Gene_03530	72	40	64	108	354	68
Gene_03531	0	0	0	0	0	2
Gene_03532	42	13	82	16	83	34
Gene_03533	143	99	350	1008	460	290
Gene_03534	253	121	856	255	757	569
Gene_03535	11	4	0	0	0	1
Gene_03536	1	1	11	21	25	7
Gene_03537	2	6	37	198	10	58
Gene_03538	5	3	22	4	19	2
Gene_03539	59	93	183	46	153	51
Gene_03540	725	461	2507	1475	2014	606
Gene_03541	25	25	66	40	59	54
Gene_03542	0	0	0	0	0	5
Gene_03543	19	12	12	33	0	3
Gene_03544	0	0	0	0	0	1
Gene_03545	22	13	11	0	22	1
Gene_03546	0	1	17	30	20	47
Gene_03547	163	142	654	252	242	103
Gene_03548	41	25	105	33	18	41
Gene_03549	28	37	79	35	67	55
Gene_03550	9	6	118	194	0	16
Gene_03551	0	1	0	1	0	0
Gene_03552	174	153	632	189	284	297
Gene_03553	2	0	0	1	0	3
Gene_03554	73	51	245	809	30	41
Gene_03555	16	6	24	11	29	15
Gene_03556	5	5	2	0	4	5
Gene_03557	7	10	16	0	15	9
Gene_03558	488	307	1770	1426	684	535
Gene_03559	2	0	4	8	0	4
Gene_03560	235	234	671	1017	893	123
Gene_03561	0	0	4	0	0	0
Gene_03562	30	50	62	67	82	44
Gene_03563	10	2	18	3	6	9
Gene_03564	1	2	9	8	25	7
Gene_03565	41	18	75	31	83	58
Gene_03566	171	69	177	82	46	25
Gene_03567	1	0	7	1	0	1
Gene_03568	1	2	2	0	0	0
Gene_03569	10	7	25	11	13	16
Gene_03570	658	388	1613	2559	1352	783
Gene_03571	183	140	208	162	546	378
Gene_03572	155	178	867	429	152	69
Gene_03573	124	126	167	149	295	147
Gene_03574	651	437	1	0	0	0
Gene_03575	283	169	412	122	395	256
Gene_03576	6	1	5	0	0	1
Gene_03577	40	47	108	56	95	42
Gene_03578	148	201	116	165	430	99
Gene_03579	26	11	66	10	28	19
Gene_03580	44	18	37	18	28	18
Gene_03581	2	0	4	14	4	14
Gene_03582	367	121	107	39	649	220
Gene_03583	218	153	219	180	231	216
Gene_03584	3	3	31	7	25	6
Gene_03585	2	1	2	0	0	7
Gene_03586	146	70	281	364	354	160
Gene_03587	70	18	35	18	65	24
Gene_03588	9	9	26	23	41	18
Gene_03589	3	4	0	0	0	1
Gene_03590	16	10	30	8	12	25
Gene_03591	630	763	1645	2797	4316	1356
Gene_03592	15	4	0	0	60	12
Gene_03593	65	70	159	101	130	94
Gene_03594	1	5	49	13	0	3
Gene_03595	0	5	0	3	0	3
Gene_03596	28	39	135	12	100	49
Gene_03597	71	13	127	209	374	169
Gene_03598	86	55	319	261	456	228
Gene_03599	0	0	9	0	0	1
Gene_03600	1	0	4	3	21	12
Gene_03601	20	21	187	53	116	79
Gene_03602	66	57	213	152	274	71
Gene_03603	10	5	14	5	14	11
Gene_03604	0	0	69	4	0	0
Gene_03605	37	30	101	72	84	43
Gene_03606	334	467	789	268	949	204
Gene_03607	26	17	96	11	38	43
Gene_03608	436	318	1040	547	518	1365
Gene_03609	70	41	7	27	52	54
Gene_03610	76	65	54	150	242	58
Gene_03611	2	0	4	0	1	0
Gene_03612	17	8	41	79	25	14
Gene_03613	1	1	5	0	4	4
Gene_03614	32	21	84	12	45	22
Gene_03615	23	16	58	47	0	6
Gene_03616	104	117	316	337	296	154
Gene_03617	291	557	1002	598	2245	299
Gene_03618	0	0	2	0	1	1
Gene_03619	18	22	35	25	40	15
Gene_03620	7	6	22	19	1	22
Gene_03621	304	474	465	599	315	206
Gene_03622	100	80	262	269	53	204
Gene_03623	352	256	1299	2673	189	155
Gene_03624	18	25	58	23	63	37
Gene_03625	94	74	181	156	0	51
Gene_03626	20	47	56	67	124	20
Gene_03627	58	49	47	19	181	86
Gene_03628	79	56	252	66	308	107
Gene_03629	309	147	118	57	579	715
Gene_03630	7	2	3	0	0	0
Gene_03631	7	8	0	45	0	8
Gene_03632	0	0	4	0	0	1
Gene_03633	0	0	0	9	0	0
Gene_03634	48	18	315	119	288	354
Gene_03635	161	157	890	310	321	132
Gene_03636	7352	6928	1340	5055	5274	3337
Gene_03637	0	0	2	6	0	0
Gene_03638	34	31	68	23	216	34
Gene_03639	7	0	13	9	0	12
Gene_03640	0	0	0	0	1	0
Gene_03641	228	265	181	42	198	116
Gene_03642	523	422	1528	378	331	492
Gene_03643	2	4	3	0	0	1
Gene_03644	6	22	0	48	0	0
Gene_03645	18	0	101	1	5	9
Gene_03646	40	31	162	24	0	34
Gene_03647	52	29	102	84	72	63
Gene_03648	7	10	32	85	0	1
Gene_03649	202	178	49	68	27	60
Gene_03650	87	152	423	822	711	297
Gene_03651	1100	1473	1704	1481	47	197
Gene_03652	4	12	7	0	0	5
Gene_03653	0	0	1	0	0	0
Gene_03654	0	0	1	0	0	0
Gene_03655	23	29	3	1	496	982
Gene_03656	416	206	493	1144	592	637
Gene_03657	16	17	122	21	70	38
Gene_03658	16	2	52	46	7	25
Gene_03659	37	26	161	23	100	33
Gene_03660	76	62	18	0	46	121
Gene_03661	950	1021	303	131	44	131
Gene_03662	64	47	93	117	99	56
Gene_03663	0	8	0	0	0	0
Gene_03664	0	0	0	35	547	112
Gene_03665	0	0	1	0	0	1
Gene_03666	18	20	76	111	121	112
Gene_03667	52	20	87	22	53	46
Gene_03668	0	0	3	0	0	0
Gene_03669	744	726	5614	5292	2710	3420
Gene_03670	17	48	1020	259	9	79
Gene_03671	91	44	27	72	77	65
Gene_03672	44	31	169	20	122	61
Gene_03673	5	0	13	0	0	8
Gene_03674	33	24	16	19	12	36
Gene_03675	273	991	1966	852	883	495
Gene_03676	226	182	965	498	371	794
Gene_03677	95	109	444	448	448	211
Gene_03678	43	53	74	183	82	106
Gene_03679	8	7	0	1	6	8
Gene_03680	94	63	320	263	168	190
Gene_03681	71	44	85	44	30	11
Gene_03682	2	1	0	4	28	10
Gene_03683	10	10	56	32	34	11
Gene_03684	19	25	42	21	20	34
Gene_03685	21	4	11	1	6	5
Gene_03686	0	0	1	0	0	1
Gene_03687	29	15	89	3	7	35
Gene_03688	3	2	28	46	11	20
Gene_03689	11	2	82	37	6	4
Gene_03690	70	202	243	21	11	13
Gene_03691	3	0	38	0	10	2
Gene_03692	50	60	112	6	20	4
Gene_03693	97	70	388	142	171	86
Gene_03694	7	8	95	44	38	24
Gene_03695	21	4	744	840	117	143
Gene_03696	7	8	5	32	0	0
Gene_03697	61	52	65	90	229	119
Gene_03698	9	2	30	1	6	7
Gene_03699	0	0	0	0	0	2
Gene_03700	5	3	10	6	22	5
Gene_03701	2754	1934	13706	5330	7099	5664
Gene_03702	35	9	49	3	7	11
Gene_03703	79	6	2	1	53	17
Gene_03704	212	195	738	1382	804	389
Gene_03705	0	0	0	3	0	1
Gene_03706	8	0	52	2	15	6
Gene_03707	15	22	33	32	79	25
Gene_03708	0	0	399	68	0	0
Gene_03709	26	53	66	31	22	10
Gene_03710	1239	1308	1018	3057	7437	2238
Gene_03711	49	22	64	57	83	64
Gene_03712	1342	934	10386	4261	5434	4736
Gene_03713	0	1	1	0	0	4
Gene_03714	166	153	412	443	292	301
Gene_03715	1	0	5	2	0	1
Gene_03716	42	19	114	109	82	44
Gene_03717	6	18	5	10	20	4
Gene_03718	11	10	22	3	13	6
Gene_03719	0	0	6	59	0	0
Gene_03720	0	0	2	2	0	3
Gene_03721	66	38	55	21	123	49
Gene_03722	0	0	0	2	6	0
Gene_03723	1	6	2	0	89	22
Gene_03724	2	0	0	3	7	3
Gene_03725	2	4	24	21	2	9
Gene_03726	78	70	178	406	100	190
Gene_03727	4	0	30	1	3	8
Gene_03728	11	30	30	30	29	19
Gene_03729	0	0	3	0	0	0
Gene_03730	76	108	413	379	278	158
Gene_03731	18	33	8	8	0	11
Gene_03732	18	17	55	9	20	19
Gene_03733	5	7	0	0	0	0
Gene_03734	148	277	1197	667	327	163
Gene_03735	4	0	0	0	0	0
Gene_03736	95	45	270	408	333	112
Gene_03737	0	0	2	8	0	0
Gene_03738	147	129	630	314	546	294
Gene_03739	3	5	5	0	0	0
Gene_03740	307	212	555	876	1333	365
Gene_03741	8	8	36	53	6	21
Gene_03742	97	93	1690	651	536	219
Gene_03743	0	0	0	0	0	1
Gene_03744	217	194	546	349	425	285
Gene_03745	63	73	174	31	31	83
Gene_03746	22	13	87	43	46	27
Gene_03747	203	101	462	102	266	190
Gene_03748	1	0	9	56	5	0
Gene_03749	134	37	217	63	154	123
Gene_03750	67	34	91	142	373	34
Gene_03751	89	130	378	398	233	167
Gene_03752	10	6	12	0	1	24
Gene_03753	9	16	112	58	45	44
Gene_03754	22	29	67	95	130	39
Gene_03755	81	36	131	23	87	38
Gene_03756	686	587	2486	3032	1056	257
Gene_03757	1068	1275	3408	2764	3970	1228
Gene_03758	94	38	115	86	89	36
Gene_03759	0	0	5	32	6	6
Gene_03760	1438	1337	8472	4771	8894	3528
Gene_03761	9	10	30	6	3	3
Gene_03762	1	2	1	215	32	15
Gene_03763	75	37	300	120	147	196
Gene_03764	10	17	81	33	0	9
Gene_03765	177	108	344	293	298	346
Gene_03766	10	6	32	23	0	12
Gene_03767	0	0	0	0	0	2
Gene_03768	20	2	2	29	27	7
Gene_03769	49	27	177	59	111	33
Gene_03770	20	26	26	0	11	7
Gene_03771	711	856	3360	3997	3385	1299
Gene_03772	16	11	28	17	57	12
Gene_03773	118	104	218	356	262	197
Gene_03774	4	3	7	0	0	1
Gene_03775	3	6	36	30	4	5
Gene_03776	84	90	429	337	261	140
Gene_03777	46	88	220	267	107	55
Gene_03778	0	0	0	1	0	0
Gene_03779	0	0	1	166	0	1
Gene_03780	477	415	40	36	0	158
Gene_03781	7	10	1	0	9	1
Gene_03782	1	1	0	0	9	1
Gene_03783	62	31	242	165	59	87
Gene_03784	238	181	511	372	647	194
Gene_03785	95	156	434	365	350	194
Gene_03786	74	85	188	107	31	16
Gene_03787	227	329	562	423	321	157
Gene_03788	149	175	257	469	521	79
Gene_03789	0	0	0	0	16	12
Gene_03790	152	82	176	160	129	167
Gene_03791	1	5	5	4	0	1
Gene_03792	11	10	26	54	12	23
Gene_03793	2	0	14	3	4	8
Gene_03794	44	16	20	11	190	417
Gene_03795	138	90	336	161	238	27
Gene_03796	34	50	3	34	0	0
Gene_03797	15	14	84	104	79	48
Gene_03798	1	0	5	0	1	1
Gene_03799	0	0	13	1	12	4
Gene_03800	73	72	359	149	168	111
Gene_03801	32	46	154	27	3	7
Gene_03802	5	12	10	1	35	15
Gene_03803	5	1	123	1	31	10
Gene_03804	6	2	8	7	0	0
Gene_03805	26	15	1	0	0	4
Gene_03806	979	1425	0	0	0	0
Gene_03807	338	216	554	168	323	168
Gene_03808	4	5	10	2	12	8
Gene_03809	2	0	8	2	8	6
Gene_03810	5	3	17	9	16	6
Gene_03811	0	0	2	0	0	4
Gene_03812	142	185	325	693	574	177
Gene_03813	63	73	93	46	98	173
Gene_03814	2	1	2	0	2	3
Gene_03815	301	178	608	83	161	67
Gene_03816	162	166	274	218	475	149
Gene_03817	2	8	12	7	5	12
Gene_03818	0	0	1	0	0	0
Gene_03819	118	127	555	231	334	114
Gene_03820	45	43	154	245	121	162
Gene_03821	227	128	610	41	172	117
